gene_name,cell_type,is_tf,source,category
ID3,endothelial_cells,False,panglao,endothelial
MGLL,endothelial_cells,False,panglao,endothelial
SGK1,endothelial_cells,False,panglao,endothelial
CLIC4,endothelial_cells,False,panglao,endothelial
MEOX2,endothelial_cells,True,panglao,endothelial
APOLD1,endothelial_cells,False,panglao,endothelial
LRRC32,endothelial_cells,False,panglao,endothelial
MEOX1,endothelial_cells,True,panglao,endothelial
MYCT1,endothelial_cells,False,panglao,endothelial
CD34,endothelial_cells,False,panglao,endothelial
TM4SF18,endothelial_cells,False,panglao,endothelial
F8,endothelial_cells,False,panglao,endothelial
ENG,endothelial_cells,False,panglao,endothelial
CD46,endothelial_cells,False,panglao,endothelial
C1QC,endothelial_cells,False,panglao,endothelial
CDKN1C,endothelial_cells,False,panglao,endothelial
HEY1,endothelial_cells,True,panglao,endothelial
HYAL2,endothelial_cells,False,panglao,endothelial
STAB2,endothelial_cells,False,panglao,endothelial
CCL19,endothelial_cells,False,panglao,endothelial
MFSD2A,endothelial_cells,False,panglao,endothelial
BTNL9,endothelial_cells,False,panglao,endothelial
CAVIN2,endothelial_cells,False,panglao,endothelial
VCAM1,endothelial_cells,False,panglao,endothelial
EMCN,endothelial_cells,False,panglao,endothelial
SLCO2A1,endothelial_cells,False,panglao,endothelial
SPNS2,endothelial_cells,False,panglao,endothelial
CLEC4G,endothelial_cells,False,panglao,endothelial
PLVAP,endothelial_cells,False,panglao,endothelial
CD82,endothelial_cells,False,panglao,endothelial
ECSCR,endothelial_cells,False,panglao,endothelial
REM1,endothelial_cells,False,panglao,endothelial
FGD5,endothelial_cells,False,panglao,endothelial
SLC9A3R2,endothelial_cells,False,panglao,endothelial
CDH5,endothelial_cells,False,panglao,endothelial
RPRM,endothelial_cells,False,panglao,endothelial
CARD10,endothelial_cells,False,panglao,endothelial
GGT5,endothelial_cells,False,panglao,endothelial
ARHGEF15,endothelial_cells,False,panglao,endothelial
SELE,endothelial_cells,False,panglao,endothelial
RGCC,endothelial_cells,False,panglao,endothelial
PROCR,endothelial_cells,False,panglao,endothelial
ERG,endothelial_cells,True,panglao,endothelial
TDRD10,endothelial_cells,False,panglao,endothelial
BIRC2,endothelial_cells,False,panglao,endothelial
MYF6,endothelial_cells,True,panglao,endothelial
EXOC3L1,endothelial_cells,False,panglao,endothelial
FCN2,endothelial_cells,False,panglao,endothelial
FCN3,endothelial_cells,False,panglao,endothelial
NOTCH4,endothelial_cells,False,panglao,endothelial
CALCRL,endothelial_cells,False,panglao,endothelial
SLC2A1,endothelial_cells,False,panglao,endothelial
TMEM100,endothelial_cells,False,panglao,endothelial
RGS5,endothelial_cells,False,panglao,endothelial
SEMA7A,endothelial_cells,False,panglao,endothelial
EGFL7,endothelial_cells,False,panglao,endothelial
KCNJ8,endothelial_cells,False,panglao,endothelial
SRGN,endothelial_cells,False,panglao,endothelial
ARAP3,endothelial_cells,False,panglao,endothelial
INMT,endothelial_cells,False,panglao,endothelial
SHROOM4,endothelial_cells,False,panglao,endothelial
BMX,endothelial_cells,False,panglao,endothelial
TGFBR2,endothelial_cells,False,panglao,endothelial
MMRN2,endothelial_cells,False,panglao,endothelial
MMRN1,endothelial_cells,False,panglao,endothelial
ADORA2A,endothelial_cells,False,panglao,endothelial
BCL6B,endothelial_cells,True,panglao,endothelial
PLEC,endothelial_cells,False,panglao,endothelial
NPR1,endothelial_cells,False,panglao,endothelial
COX4I2,endothelial_cells,False,panglao,endothelial
USHBP1,endothelial_cells,False,panglao,endothelial
MADCAM1,endothelial_cells,False,panglao,endothelial
CD300LG,endothelial_cells,False,panglao,endothelial
IRX3,endothelial_cells,True,panglao,endothelial
NOS3,endothelial_cells,False,panglao,endothelial
VWF,endothelial_cells,False,panglao,endothelial
TIE1,endothelial_cells,False,panglao,endothelial
CLDN5,endothelial_cells,False,panglao,endothelial
FAM167B,endothelial_cells,False,panglao,endothelial
ACKR1,endothelial_cells,False,panglao,endothelial
BDP1,endothelial_cells,True,panglao,endothelial
FLT1,endothelial_cells,False,panglao,endothelial
SEMA3D,endothelial_cells,False,panglao,endothelial
FLT4,endothelial_cells,False,panglao,endothelial
ITGB3,endothelial_cells,False,panglao,endothelial
ECE1,endothelial_cells,False,panglao,endothelial
FHL5,endothelial_cells,False,panglao,endothelial
THSD1,endothelial_cells,False,panglao,endothelial
RND1,endothelial_cells,False,panglao,endothelial
THBD,endothelial_cells,False,panglao,endothelial
CLEC1B,endothelial_cells,False,panglao,endothelial
PALMD,endothelial_cells,False,panglao,endothelial
CYYR1,endothelial_cells,False,panglao,endothelial
OIT3,endothelial_cells,False,panglao,endothelial
LUM,endothelial_cells_(aorta),False,panglao,endothelial
SCARA3,endothelial_cells_(aorta),False,panglao,endothelial
COL1A1,endothelial_cells_(aorta),False,panglao,endothelial
COL5A2,endothelial_cells_(aorta),False,panglao,endothelial
COL5A1,endothelial_cells_(aorta),False,panglao,endothelial
FNDC1,endothelial_cells_(aorta),False,panglao,endothelial
FKBP9,endothelial_cells_(aorta),False,panglao,endothelial
AMOTL2,endothelial_cells_(aorta),False,panglao,endothelial
PPIC,endothelial_cells_(aorta),False,panglao,endothelial
COL12A1,endothelial_cells_(aorta),False,panglao,endothelial
UACA,endothelial_cells_(aorta),False,panglao,endothelial
WWTR1,endothelial_cells_(aorta),False,panglao,endothelial
FZD4,endothelial_cells_(aorta),False,panglao,endothelial
IGFBP5,endothelial_cells_(aorta),False,panglao,endothelial
EHD2,endothelial_cells_(aorta),False,panglao,endothelial
COL6A1,endothelial_cells_(aorta),False,panglao,endothelial
LOX,endothelial_cells_(aorta),False,panglao,endothelial
FBN1,endothelial_cells_(aorta),False,panglao,endothelial
DPT,endothelial_cells_(aorta),False,panglao,endothelial
ISLR,endothelial_cells_(aorta),False,panglao,endothelial
EFEMP1,endothelial_cells_(aorta),False,panglao,endothelial
CALD1,endothelial_cells_(aorta),False,panglao,endothelial
SVEP1,endothelial_cells_(aorta),False,panglao,endothelial
MMP2,endothelial_cells_(aorta),False,panglao,endothelial
CAV1,endothelial_cells_(aorta),False,panglao,endothelial
LAMB2,endothelial_cells_(aorta),False,panglao,endothelial
GNG12,endothelial_cells_(aorta),False,panglao,endothelial
PARVA,endothelial_cells_(aorta),False,panglao,endothelial
COL3A1,endothelial_cells_(aorta),False,panglao,endothelial
COL14A1,endothelial_cells_(aorta),False,panglao,endothelial
PTPN21,endothelial_cells_(aorta),False,panglao,endothelial
LMOD1,endothelial_cells_(aorta),False,panglao,endothelial
TIMP3,endothelial_cells_(aorta),False,panglao,endothelial
COL4A1,endothelial_cells_(aorta),False,panglao,endothelial
COL4A2,endothelial_cells_(aorta),False,panglao,endothelial
SRPX,endothelial_cells_(aorta),False,panglao,endothelial
FSTL1,endothelial_cells_(aorta),False,panglao,endothelial
EDNRA,endothelial_cells_(aorta),False,panglao,endothelial
STAB1,endothelial_cells_(aorta),False,panglao,endothelial
SH3D19,endothelial_cells_(aorta),False,panglao,endothelial
COL1A2,endothelial_cells_(aorta),False,panglao,endothelial
MXRA5,endothelial_cells_(aorta),False,panglao,endothelial
MYL9,endothelial_cells_(aorta),False,panglao,endothelial
EPAS1,endothelial_cells_(aorta),True,panglao,endothelial
ADH1A,endothelial_cells_(aorta),False,panglao,endothelial
MRGPRF,endothelial_cells_(aorta),False,panglao,endothelial
AQP1,endothelial_cells_(aorta),False,panglao,endothelial
SRPX2,endothelial_cells_(aorta),False,panglao,endothelial
PXDC1,endothelial_cells_(aorta),False,panglao,endothelial
CYP1B1,endothelial_cells_(aorta),False,panglao,endothelial
PLSCR4,endothelial_cells_(aorta),False,panglao,endothelial
PLPP3,endothelial_cells_(aorta),False,panglao,endothelial
SULT1A1,endothelial_cells_(aorta),False,panglao,endothelial
TNS2,endothelial_cells_(aorta),False,panglao,endothelial
ADGRL4,endothelial_cells_(aorta),False,panglao,endothelial
FIBIN,endothelial_cells_(aorta),False,panglao,endothelial
MEDAG,endothelial_cells_(aorta),False,panglao,endothelial
BGN,endothelial_cells_(aorta),False,panglao,endothelial
FMOD,endothelial_cells_(aorta),False,panglao,endothelial
ANGPTL2,endothelial_cells_(aorta),False,panglao,endothelial
ROBO4,endothelial_cells_(aorta),False,panglao,endothelial
OLFML3,endothelial_cells_(aorta),False,panglao,endothelial
CXCL12,endothelial_cells_(aorta),False,panglao,endothelial
POSTN,endothelial_cells_(aorta),False,panglao,endothelial
ADGRF5,endothelial_cells_(aorta),False,panglao,endothelial
HTRA1,endothelial_cells_(aorta),False,panglao,endothelial
COX7A1,endothelial_cells_(aorta),False,panglao,endothelial
LTBP2,endothelial_cells_(aorta),False,panglao,endothelial
C1QTNF5,endothelial_cells_(aorta),False,panglao,endothelial
IGFBP7,endothelial_cells_(aorta),False,panglao,endothelial
C1QTNF1,endothelial_cells_(aorta),False,panglao,endothelial
MFAP4,endothelial_cells_(aorta),False,panglao,endothelial
NNMT,endothelial_cells_(aorta),False,panglao,endothelial
HSPB6,endothelial_cells_(aorta),False,panglao,endothelial
FAM114A1,endothelial_cells_(aorta),False,panglao,endothelial
CLEC14A,endothelial_cells_(aorta),False,panglao,endothelial
SOD3,endothelial_cells_(aorta),False,panglao,endothelial
DCN,endothelial_cells_(aorta),False,panglao,endothelial
C1R,endothelial_cells_(aorta),False,panglao,endothelial
C1S,endothelial_cells_(aorta),False,panglao,endothelial
ADH7,endothelial_cells_(aorta),False,panglao,endothelial
PMP22,endothelial_cells_(aorta),False,panglao,endothelial
FOXC2,endothelial_cells_(aorta),True,panglao,endothelial
EMILIN1,endothelial_cells_(aorta),False,panglao,endothelial
LAMA4,endothelial_cells_(aorta),False,panglao,endothelial
RAMP2,endothelial_cells_(aorta),False,panglao,endothelial
TMEM47,endothelial_cells_(aorta),False,panglao,endothelial
NR1D1,endothelial_cells_(aorta),True,panglao,endothelial
SULF1,endothelial_cells_(aorta),False,panglao,endothelial
DENND5B,endothelial_cells_(aorta),False,panglao,endothelial
TM4SF1,endothelial_cells_(aorta),False,panglao,endothelial
MALL,endothelial_cells_(aorta),False,panglao,endothelial
S100A16,endothelial_cells_(aorta),False,panglao,endothelial
BACE2,endothelial_cells_(aorta),False,panglao,endothelial
ITGB4,endothelial_cells_(aorta),False,panglao,endothelial
BMP4,endothelial_cells_(aorta),False,panglao,endothelial
SMAD6,endothelial_cells_(aorta),True,panglao,endothelial
FN1,endothelial_cells_(aorta),False,panglao,endothelial
DOCK1,endothelial_cells_(aorta),False,panglao,endothelial
SOX18,endothelial_cells_(aorta),True,panglao,endothelial
GJA5,endothelial_cells_(aorta),False,panglao,endothelial
HSPB8,endothelial_cells_(aorta),False,panglao,endothelial
HEY2,endothelial_cells_(aorta),True,panglao,endothelial
COL16A1,endothelial_cells_(aorta),False,panglao,endothelial
CYTL1,endothelial_cells_(aorta),False,panglao,endothelial
ITGA9,endothelial_cells_(aorta),False,panglao,endothelial
HFE,endothelial_cells_(aorta),False,panglao,endothelial
GIMAP4,endothelial_cells_(aorta),False,panglao,endothelial
NTN1,endothelial_cells_(aorta),False,panglao,endothelial
NXN,endothelial_cells_(aorta),False,panglao,endothelial
TEK,endothelial_cells_(aorta),False,panglao,endothelial
KDR,endothelial_cells_(aorta),False,panglao,endothelial
EHD3,endothelial_cells_(aorta),False,panglao,endothelial
HSPG2,endothelial_cells_(aorta),False,panglao,endothelial
SOX17,endothelial_cells_(aorta),True,panglao,endothelial
SYNPO,endothelial_cells_(aorta),False,panglao,endothelial
HYAL2,endothelial_cells_(aorta),False,panglao,endothelial
SLCO2A1,endothelial_cells_(aorta),False,panglao,endothelial
FGD5,endothelial_cells_(aorta),False,panglao,endothelial
CDH5,endothelial_cells_(aorta),False,panglao,endothelial
ARHGEF15,endothelial_cells_(aorta),False,panglao,endothelial
PROCR,endothelial_cells_(aorta),False,panglao,endothelial
CALCRL,endothelial_cells_(aorta),False,panglao,endothelial
BMX,endothelial_cells_(aorta),False,panglao,endothelial
MMRN2,endothelial_cells_(aorta),False,panglao,endothelial
NPR1,endothelial_cells_(aorta),False,panglao,endothelial
NOS3,endothelial_cells_(aorta),False,panglao,endothelial
THBD,endothelial_cells_(aorta),False,panglao,endothelial
P3H3,endothelial_cells_(aorta),False,panglao,endothelial
FAS,endothelial_cells_(aorta),False,panglao,endothelial
WBP1L,endothelial_cells_(aorta),False,panglao,endothelial
ITGBL1,endothelial_cells_(aorta),False,panglao,endothelial
FKBP7,endothelial_cells_(aorta),False,panglao,endothelial
NTN4,endothelial_cells_(aorta),False,panglao,endothelial
EFNB2,endothelial_cells_(aorta),False,panglao,endothelial
CRACR2B,endothelial_cells_(aorta),False,panglao,endothelial
CHST12,endothelial_cells_(aorta),False,panglao,endothelial
STXBP6,endothelial_cells_(aorta),False,panglao,endothelial
NKX2-3,endothelial_cells_(aorta),True,panglao,endothelial
AFAP1L1,endothelial_cells_(aorta),False,panglao,endothelial
TMEM184B,endothelial_cells_(aorta),False,panglao,endothelial
EPHX2,endothelial_cells_(aorta),False,panglao,endothelial
PDIA5,endothelial_cells_(aorta),False,panglao,endothelial
GASK1B,endothelial_cells_(aorta),False,panglao,endothelial
DHH,endothelial_cells_(aorta),False,panglao,endothelial
GXYLT2,endothelial_cells_(aorta),False,panglao,endothelial
TMTC2,endothelial_cells_(aorta),False,panglao,endothelial
GSTT1,endothelial_cells_(aorta),False,panglao,endothelial
TMTC1,endothelial_cells_(aorta),False,panglao,endothelial
MICAL2,endothelial_cells_(aorta),False,panglao,endothelial
CMKLR1,endothelial_cells_(aorta),False,panglao,endothelial
ACE,endothelial_cells_(aorta),False,panglao,endothelial
ITPRID2,endothelial_cells_(aorta),False,panglao,endothelial
ITGA5,endothelial_cells_(aorta),False,panglao,endothelial
KLK10,endothelial_cells_(aorta),False,panglao,endothelial
BMP6,endothelial_cells_(aorta),False,panglao,endothelial
ARL4D,endothelial_cells_(aorta),False,panglao,endothelial
PDE3A,endothelial_cells_(aorta),False,panglao,endothelial
CPQ,endothelial_cells_(aorta),False,panglao,endothelial
PTPRJ,endothelial_cells_(aorta),False,panglao,endothelial
KLK8,endothelial_cells_(aorta),False,panglao,endothelial
SHE,endothelial_cells_(aorta),False,panglao,endothelial
APH1B,endothelial_cells_(aorta),False,panglao,endothelial
MARVELD1,endothelial_cells_(aorta),False,panglao,endothelial
TRIM47,endothelial_cells_(aorta),False,panglao,endothelial
LMCD1,endothelial_cells_(aorta),False,panglao,endothelial
PTGIS,endothelial_cells_(aorta),False,panglao,endothelial
SQOR,endothelial_cells_(aorta),False,panglao,endothelial
KAZALD1,endothelial_cells_(aorta),False,panglao,endothelial
PER3,endothelial_cells_(aorta),False,panglao,endothelial
COL4A3,endothelial_cells_(aorta),False,panglao,endothelial
PALLD,endothelial_cells_(aorta),False,panglao,endothelial
COL4A4,endothelial_cells_(aorta),False,panglao,endothelial
SMOC1,endothelial_cells_(aorta),False,panglao,endothelial
PI16,endothelial_cells_(aorta),False,panglao,endothelial
ACKR3,endothelial_cells_(aorta),False,panglao,endothelial
PKN3,endothelial_cells_(aorta),False,panglao,endothelial
PCOLCE2,endothelial_cells_(aorta),False,panglao,endothelial
ITGB5,endothelial_cells_(aorta),False,panglao,endothelial
AMIGO2,endothelial_cells_(aorta),False,panglao,endothelial
ATL2,endothelial_cells_(aorta),False,panglao,endothelial
ATP2A3,endothelial_cells_(aorta),False,panglao,endothelial
CLEC1A,endothelial_cells_(aorta),False,panglao,endothelial
ENPP4,endothelial_cells_(aorta),False,panglao,endothelial
TAMALIN,endothelial_cells_(aorta),False,panglao,endothelial
SCARA3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
AMOTL2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
YAP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
EGFR,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
ANTXR1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CHST3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
PTPN21,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
TEAD1,endothelial_cells_(blood_brain_barrier),True,panglao,endothelial
DAB2IP,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
C2ORF72,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
FOXF2,endothelial_cells_(blood_brain_barrier),True,panglao,endothelial
FNDC4,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
DDAH1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CPE,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
ID4,endothelial_cells_(blood_brain_barrier),True,panglao,endothelial
TRIM2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CAMK2N1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SEZ6L2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
GPR37L1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
PLXNB1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
PHYHIP,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
GFAP,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
NACAD,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
FGFR3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SOX9,endothelial_cells_(blood_brain_barrier),True,panglao,endothelial
GPRC5B,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
LGI3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
BACE1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
APLP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
NDRG4,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
TMEM59L,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
EFNB3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
MAP1B,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
RBFOX2,endothelial_cells_(blood_brain_barrier),True,panglao,endothelial
LIFR,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
LARP6,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
OBSL1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
ABCG2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
LRP4,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CASKIN2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
NUAK1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
FAT1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
PTPRF,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
DOCK1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
BCAR1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
MPDZ,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CAP2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
TJP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
GNA11,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
NYAP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CERS1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SDC3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SLC23A2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SMIM10L2B,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
ARHGEF17,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
EPB41L1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CEP170B,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CMTM4,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SHROOM2,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
CDC42BPB,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
PTPRU,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
DDR1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
AGAP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SLC13A4,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
FARP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
STXBP1,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
SHC3,endothelial_cells_(blood_brain_barrier),False,panglao,endothelial
